model_name,fine_tuned,train_bundle,epochs,test_dataset,precision_score,recall_score,f1_score
bert-base-multilingual-cased,True,bsnlp-2021-uk,5,bsnlp-2021-pl,0.6695451350537203,0.658893280632411,0.6641765028138852
bert-base-multilingual-cased,True,bsnlp-2021-uk,5,bsnlp-2021-ru,0.7967007789827402,0.7917425622343656,0.7942139322421014
bert-base-multilingual-cased,True,bsnlp-2021-uk,5,bsnlp-2021-sl,0.7484552008238929,0.6638501941082439,0.7036185404816654
bert-base-multilingual-cased,True,bsnlp-2021-uk,5,bsnlp-2021-uk,0.938841636289996,0.9480572597137015,0.9434269434269434
bert-base-multilingual-cased,True,bsnlp-2021-uk,5,bsnlp-2021-all,0.7349237740005508,0.7120197904540163,0.7232905061653875
bert-base-multilingual-cased,True,bsnlp-2021-all,5,bsnlp-2021-bg,0.958868665239115,0.9594679046513704,0.9591681913516891
bert-base-multilingual-cased,True,bsnlp-2021-all,5,bsnlp-2021-cs,0.958838888035632,0.9606093245114633,0.9597232897770945
bert-base-multilingual-cased,True,bsnlp-2021-all,5,bsnlp-2021-pl,0.9556283502084574,0.9512845849802372,0.9534515202535406
bert-base-multilingual-cased,True,bsnlp-2021-all,5,bsnlp-2021-ru,0.9109144542772861,0.9374620522161505,0.9239976062238181
bert-base-multilingual-cased,True,bsnlp-2021-all,5,bsnlp-2021-sl,0.8697010263275323,0.8901575702215118,0.8798104051461461
bert-base-multilingual-cased,True,bsnlp-2021-all,5,bsnlp-2021-uk,0.9334669338677355,0.9525562372188139,0.9429149797570849
bert-base-multilingual-cased,True,bsnlp-2021-all,5,bsnlp-2021-all,0.9391095066185319,0.9463523476911136,0.9427170157763765
bert-base-multilingual-cased,False,bsnlp-2021-bg,5,bsnlp-2021-bg,0.9539133535389552,0.9553611284706722,0.9546366920915295
bert-base-multilingual-cased,False,bsnlp-2021-bg,5,bsnlp-2021-cs,0.8788602627537963,0.792583474380674,0.8334951456310679
bert-base-multilingual-cased,False,bsnlp-2021-bg,5,bsnlp-2021-pl,0.7975774994867584,0.7677865612648221,0.7823985499949653
bert-base-multilingual-cased,False,bsnlp-2021-bg,5,bsnlp-2021-ru,0.8595936794582393,0.8670309653916212,0.8632963046928135
bert-base-multilingual-cased,False,bsnlp-2021-bg,5,bsnlp-2021-sl,0.8403917416622552,0.7250513815939712,0.7784724776265785
bert-base-multilingual-cased,False,bsnlp-2021-bg,5,bsnlp-2021-uk,0.7859110586383313,0.8167689161554192,0.8010429201764943
bert-base-multilingual-cased,False,bsnlp-2021-bg,5,bsnlp-2021-all,0.8673118009299987,0.8368742724097789,0.8518212227063455
bert-base-multilingual-cased,False,bsnlp-2021-cs,5,bsnlp-2021-bg,0.7025876744977868,0.7368984912061423,0.7193341757810798
bert-base-multilingual-cased,False,bsnlp-2021-cs,5,bsnlp-2021-cs,0.9518369867242976,0.9487613478996769,0.950296678739308
bert-base-multilingual-cased,False,bsnlp-2021-cs,5,bsnlp-2021-pl,0.8588999311227,0.8625494071146245,0.8607208006705122
bert-base-multilingual-cased,False,bsnlp-2021-cs,5,bsnlp-2021-ru,0.8071728691476591,0.8164845173041895,0.811801992152128
bert-base-multilingual-cased,False,bsnlp-2021-cs,5,bsnlp-2021-sl,0.8379360465116279,0.7899063713176524,0.8132126484071941
bert-base-multilingual-cased,False,bsnlp-2021-cs,5,bsnlp-2021-uk,0.7466918714555766,0.8077709611451943,0.7760314341846758
bert-base-multilingual-cased,False,bsnlp-2021-cs,5,bsnlp-2021-all,0.8119829770955864,0.8236806363989134,0.8177899780876015
bert-base-multilingual-cased,False,bsnlp-2021-pl,5,bsnlp-2021-bg,0.7327205232455365,0.7401124899562539,0.7363979569176105
bert-base-multilingual-cased,False,bsnlp-2021-pl,5,bsnlp-2021-cs,0.9028987802946301,0.87705800892445,0.8897908211052138
bert-base-multilingual-cased,False,bsnlp-2021-pl,5,bsnlp-2021-pl,0.9549737181394427,0.9514822134387352,0.953224768598723
bert-base-multilingual-cased,False,bsnlp-2021-pl,5,bsnlp-2021-ru,0.8533291944746236,0.8345476624165149,0.8438339344639705
bert-base-multilingual-cased,False,bsnlp-2021-pl,5,bsnlp-2021-sl,0.8604709418837675,0.7844256679607217,0.8206904790347628
bert-base-multilingual-cased,False,bsnlp-2021-pl,5,bsnlp-2021-uk,0.7847304210940574,0.8155419222903886,0.7998395507420777
bert-base-multilingual-cased,False,bsnlp-2021-pl,5,bsnlp-2021-all,0.8490881384259942,0.8378443927046954,0.8434287946483069
bert-base-multilingual-cased,False,bsnlp-2021-ru,5,bsnlp-2021-bg,0.7962886597938145,0.8619766092313186,0.8278316042184688
bert-base-multilingual-cased,False,bsnlp-2021-ru,5,bsnlp-2021-cs,0.8508826262000619,0.8455146945683951,0.8481901674770395
bert-base-multilingual-cased,False,bsnlp-2021-ru,5,bsnlp-2021-pl,0.762901376146789,0.7888339920948617,0.7756509910610183
bert-base-multilingual-cased,False,bsnlp-2021-ru,5,bsnlp-2021-ru,0.9023995289268365,0.9304796599878568,0.9162244974217174
bert-base-multilingual-cased,False,bsnlp-2021-ru,5,bsnlp-2021-sl,0.7925748502994012,0.7556519753368349,0.773673135375263
bert-base-multilingual-cased,False,bsnlp-2021-ru,5,bsnlp-2021-uk,0.7752679938744257,0.8282208588957055,0.8008700810757367
bert-base-multilingual-cased,False,bsnlp-2021-ru,5,bsnlp-2021-all,0.8116217420883478,0.839081296080714,0.8251231233379841
bert-base-multilingual-cased,False,bsnlp-2021-sl,5,bsnlp-2021-bg,0.6946928061684849,0.7560932059637533,0.724093707250342
bert-base-multilingual-cased,False,bsnlp-2021-sl,5,bsnlp-2021-cs,0.8199912828708412,0.8684412986613325,0.8435211478104917
bert-base-multilingual-cased,False,bsnlp-2021-sl,5,bsnlp-2021-pl,0.7883514860623961,0.8439723320158102,0.8152142788966307
bert-base-multilingual-cased,False,bsnlp-2021-sl,5,bsnlp-2021-ru,0.7854571634269258,0.8280206435944141,0.8061774920564546
bert-base-multilingual-cased,False,bsnlp-2021-sl,5,bsnlp-2021-sl,0.848031669232461,0.8805663393468829,0.8639928299350214
bert-base-multilingual-cased,False,bsnlp-2021-sl,5,bsnlp-2021-uk,0.72881982981872,0.8057259713701431,0.7653457653457654
bert-base-multilingual-cased,False,bsnlp-2021-sl,5,bsnlp-2021-all,0.7694487903317234,0.8230258051998448,0.7953360285931915
bert-base-multilingual-cased,False,bsnlp-2021-uk,5,bsnlp-2021-bg,0.6750951604132681,0.6650299080439247,0.6700247357769283
bert-base-multilingual-cased,False,bsnlp-2021-uk,5,bsnlp-2021-cs,0.7928642220019821,0.7385751654100631,0.7647574285031467
bert-base-multilingual-cased,False,bsnlp-2021-uk,5,bsnlp-2021-pl,0.6695451350537203,0.658893280632411,0.6641765028138852
bert-base-multilingual-cased,False,bsnlp-2021-uk,5,bsnlp-2021-ru,0.7967007789827402,0.7917425622343656,0.7942139322421014
bert-base-multilingual-cased,False,bsnlp-2021-uk,5,bsnlp-2021-sl,0.7484552008238929,0.6638501941082439,0.7036185404816654
bert-base-multilingual-cased,False,bsnlp-2021-uk,5,bsnlp-2021-uk,0.938841636289996,0.9480572597137015,0.9434269434269434
bert-base-multilingual-cased,False,bsnlp-2021-uk,5,bsnlp-2021-all,0.7349237740005508,0.7120197904540163,0.7232905061653875
bert-base-multilingual-cased,False,bsnlp-2021-all,5,bsnlp-2021-bg,0.958868665239115,0.9594679046513704,0.9591681913516891
bert-base-multilingual-cased,False,bsnlp-2021-all,5,bsnlp-2021-cs,0.958838888035632,0.9606093245114633,0.9597232897770945
bert-base-multilingual-cased,False,bsnlp-2021-all,5,bsnlp-2021-pl,0.9556283502084574,0.9512845849802372,0.9534515202535406
bert-base-multilingual-cased,False,bsnlp-2021-all,5,bsnlp-2021-ru,0.9109144542772861,0.9374620522161505,0.9239976062238181
bert-base-multilingual-cased,False,bsnlp-2021-all,5,bsnlp-2021-sl,0.8697010263275323,0.8901575702215118,0.8798104051461461
bert-base-multilingual-cased,False,bsnlp-2021-all,5,bsnlp-2021-uk,0.9334669338677355,0.9525562372188139,0.9429149797570849
bert-base-multilingual-cased,False,bsnlp-2021-all,5,bsnlp-2021-all,0.9391095066185319,0.9463523476911136,0.9427170157763765
